logId,userId,taskId,score
2595,46,dc0a314f,47067
2596,2,25d8a9c8,0
2597,19,810b9b61,93304
2598,5,928ad970,81958
2599,13,1f0c79e5,0
2600,47,855e0971,82208
2601,2,25d8a9c8,81301
2602,5,93b581b8,0
2603,36,d43fd935,78493
2604,2,25ff71a9,84126
2605,46,dc1df850,76547
2606,7,e3497940,0
2607,47,ae4f1146,91814
2608,5,93b581b8,68060
2609,19,82819916,64792
2610,50,1e32b0e9,53054
2611,8,5c0a986e,33105
2612,13,1f0c79e5,47445
2613,5,941d9a10,82455
2614,36,d4a91cb9,0
2615,46,dc433765,91169
2616,52,1bfc4729,44801
2617,47,8efcae92,86355
2618,7,e3497940,36717
2619,50,1f0c79e5,0
2620,13,1f642eb9,79926
2621,36,d4f3cd78,91814
2622,2,264363fd,0
2623,46,ec883f72,86096
2624,48,a8c38be5,42569
2625,5,94f9d214,68262
2626,50,1f0c79e5,0
2627,47,952a094c,0
2628,2,264363fd,49045
2629,13,1f85a75f,81058
2630,50,1f0c79e5,0
2631,36,d511f180,80815
2632,8,5c2c9af4,54557
2633,2,272f95fa,86796
2634,5,952a094c,85838
2635,7,e40b9e2f,66039
2636,36,d5d6de2d,90081
2637,52,41e4d17e,0
2638,19,83302e8f,41900
2639,5,9565186b,88820
2640,50,1f0c79e5,0
2641,52,41e4d17e,74125
2642,19,834ec97d,0
2643,2,27a28665,79843
2644,13,1f876c06,68265
2645,36,d631b094,79923
2646,7,e48d4e1a,0
2647,5,95990924,78418
2648,19,834ec97d,69442
2649,52,4258a5f9,82130
2650,50,1f0c79e5,57604
2651,7,e48d4e1a,61056
2652,13,1fad071e,79124
2653,19,834ec97d,86622
2654,8,5daaa586,50597
2655,7,e5062a87,86528
2656,5,963e52fc,75854
2657,2,28bf18c6,83288
2658,13,2013d3e2,82205
2659,8,60b61512,91173
2660,8,6150a2bd,93585
2661,36,d687bc17,53580
2662,19,8403a5d5,75253
2663,5,22233c11,85577
2664,50,1f642eb9,61120
2665,7,e509e548,74727
2666,13,2204b7a8,80006
2667,36,d6ad076f,86701
2668,8,623ea044,80984
2669,7,e50d258f,83874
2670,2,b527c5c6,0
2671,36,d89b689b,82126
2672,19,846bdb03,0
2673,13,22168020,79528
2674,5,7b6016b9,81798
2675,8,62c24649,76934
2676,19,846bdb03,60998
2677,7,e6721834,79444
2678,36,d8c310e9,82621
2679,5,7b7f7511,89444
2680,50,1f85a75f,61178
2681,13,22233c11,84806
2682,13,22233c11,87402
2683,2,b527c5c6,0
2684,7,e73095fd,85581
2685,2,b527c5c6,0
2686,7,e76a88a6,89717
2687,5,7c008303,0
2688,8,63613498,72281
2689,13,2281f1f4,72726
2690,19,855e0971,86535
2691,5,7c008303,66234
2692,50,1f876c06,63370
2693,8,6430c8c4,79926
2694,7,e8593010,74806
2695,52,4290ef0e,0
2696,5,7ddcd7ec,86792
2697,36,d90796e8,51472
2698,8,6455b5f5,86096
2699,19,85c4e7cd,74802
2700,13,228f6490,68813
2701,52,4290ef0e,16738
2702,2,39e1d7f9,52107
2703,50,1fad071e,74344
2704,8,662c240a,0
2705,7,e8dc4411,75099
2706,36,d9f24cd1,76777
2707,2,3aa6fb7a,90896
2708,13,22eb0ac0,90077
2709,5,5ad4f10b,83622
2710,7,e9614598,89807
2711,44,b0c4d837,0
2712,19,868de0fa,0
2713,36,d9fac9be,86528
2714,50,2013d3e2,73380
2715,7,e98196ab,81549
2716,8,662c240a,0
2717,8,662c240a,53364
2718,36,dae9d2b5,78571
2719,5,5bd6f4ac,68395
2720,7,e9afcf9a,88820
2721,2,3af2c5a8,72212
2722,52,2013d3e2,87844
2723,50,2204b7a8,76624
2724,8,67385a82,86268
2725,2,3bd67248,87493
2726,13,234bbc79,55329
2727,5,5c0a986e,85752
2728,36,db3e9e38,77320
2729,52,2204b7a8,83626
2730,50,22168020,79289
2731,2,3bdb4ada,85752
2732,52,22168020,89897
2733,8,673ef223,69787
2734,13,23581191,71275
2735,36,dc0a314f,0
2736,50,22233c11,76241
2737,52,22233c11,79843
2738,8,6773b310,0
2739,36,dc0a314f,71561
2740,2,3befdf3e,65049
2741,8,6773b310,70281
2742,5,5daaa586,53739
2743,2,3c9b0459,0
2744,13,239be575,0
2745,8,67a3c6ac,89987
2746,52,2281f1f4,75331
2747,13,239be575,66563
2748,2,3c9b0459,82287
2749,36,dc1df850,75102
2750,8,67a423a3,85577
2751,52,228f6490,78493
2752,20,b0c4d837,82703
2753,36,ddf7fa4f,90171
2754,8,67e8384a,83039
2755,52,22eb0ac0,91906
2756,8,681b3aeb,86965
2757,8,6855a6e4,0
2758,8,6855a6e4,58183
2759,36,de1cd16c,86614
2760,8,68b16354,89087
2761,8,694f12f3,91906
2762,36,ded97339,83706
2763,52,6d58a25d,80488
2764,52,6d75e8bb,0
2765,52,6d75e8bb,85666
2766,8,6a1e5592,63758
2767,52,6e02f1e3,0
2768,52,4be741c5,78414
2769,52,23581191,77867
2770,52,239be575,0
2771,52,239be575,0
2772,52,239be575,0
2773,52,23b5c85d,82369
2774,7,05f2a901,86355
2775,20,28e73c20,26493
2776,20,29623171,43566
2777,44,b190f7f5,7124
2778,20,29c11459,79048
2779,20,4258a5f9,67788
2780,56,0962bcdd,75940
2781,7,0d3d703e,73454
2782,7,23b5c85d,81546
2783,56,05f2a901,90167
2784,56,08ed6ac7,85239
2785,56,08ed6ac7,89721
2786,56,08ed6ac7,89811
2787,54,2204b7a8,92186
2788,56,22eb0ac0,0
2789,56,22eb0ac0,73307
2790,56,22eb0ac0,92741
2791,56,0b148d64,96933
2792,56,0ca9ddb6,87760
2793,56,0d3d703e,0
2794,56,0d3d703e,79687
2795,56,0dfd9992,0
2796,56,0dfd9992,0
2797,56,0dfd9992,0
2798,56,1190e5a7,89987
2799,56,150deff5,81061
2800,56,178fcbfb,0
2801,56,178fcbfb,74125
2802,56,1a07d186,0
2803,56,1a07d186,49150
2804,56,1bfc4729,83459
2805,56,1c786137,0
2806,56,1c786137,63054
2807,56,1caeab9d,92556
2808,56,1cf80156,87932
2809,56,1e0a9b12,86014
2810,56,1f0c79e5,0
2811,56,1f0c79e5,0
2812,56,1f0c79e5,0
2813,56,1f0c79e5,0
2814,56,1f0c79e5,62802
2815,56,1f642eb9,81553
2816,56,1f85a75f,89628
2817,56,1f876c06,0
2818,56,1f876c06,84898
2819,56,2013d3e2,91722
2820,56,2204b7a8,90081
2821,56,22168020,91356
2822,56,2281f1f4,80664
2823,56,228f6490,81471
2824,6,0520fde7,91630
2825,63,0ca9ddb6,0
2826,63,0ca9ddb6,0
2827,63,0ca9ddb6,0
2828,6,00d62c1b,80335
2829,56,22eb0ac0,59537
2830,46,1190e5a7,0
2831,56,11852cab,0
2832,56,11852cab,85577
2833,56,11852cab,0
2834,56,11852cab,87314
2835,56,00d62c1b,0
2836,56,00d62c1b,77478
2837,46,2204b7a8,82956
2838,46,22168020,56053
2839,46,2281f1f4,0
2840,46,2281f1f4,54890
2841,46,23b5c85d,72281
2842,46,253bf280,84636
2843,46,25d487eb,92090
2844,46,d4a91cb9,0
2845,46,d4a91cb9,62293
2846,46,d4f3cd78,83958
2847,46,d5d6de2d,53311
2848,46,d631b094,73011
2849,46,00d62c1b,75857
2850,46,363442ee,4636
2851,56,09629e4f,67450
2852,56,28bf18c6,90171
2853,56,28e73c20,46745
2854,56,29623171,71714
2855,56,29c11459,85924
2856,56,29ec7d0e,83122
2857,56,2bcee788,87231
2858,56,2bcee788,87231
2859,56,2c608aff,84810
2860,56,2dc579da,84130
2861,56,2dd70a9a,90805
2862,56,2dee498d,92090
2863,56,31aa019c,76314
2864,66,1f85a75f,38958
2865,6,b91ae062,0
2866,66,007bbfb7,0
2867,66,007bbfb7,64460
2868,66,50cb2852,74047
2869,66,5117e062,52409
2870,66,cf98881b,60264
2871,66,b60334d2,44720
2872,62,0d3d703e,85838
2873,62,0d3d703e,94913
2874,66,a61f2674,74721
2875,62,0dfd9992,0
2876,62,0dfd9992,0
2877,68,2204b7a8,51932
2878,68,22168020,63434
2879,68,22233c11,75930
2880,68,6c434453,50241
2881,68,6c434453,0
2882,68,6c434453,0
2883,68,6c434453,0
2884,66,39a8645d,0
2885,66,39a8645d,52936
2886,72,e48d4e1a,79048
2887,72,e5062a87,60685
2888,72,db93a21d,21709
2889,6,11852cab,0
2890,6,11852cab,0
2891,6,11852cab,0
2892,6,11852cab,0
2893,6,11852cab,26671
2894,6,11852cab,0
2895,6,11852cab,92741
2896,6,11852cab,95580
2897,56,22eb0ac0,0
2898,56,22eb0ac0,76854
2899,56,22eb0ac0,92834
2900,56,23581191,69089
2901,6,00d62c1b,83379
2902,6,0b148d64,0
2903,6,0b148d64,92927
2904,54,09629e4f,0
2905,54,09629e4f,0
2906,56,05f2a901,91078
2907,56,11852cab,90077
2908,56,272f95fa,85842
2909,56,27a28665,79843
2910,56,28bf18c6,87144
2911,56,97999447,70852
2912,56,97a05b5b,0
2913,56,97a05b5b,45450
2914,56,98cf29f8,86445
2915,56,995c5fa3,51259
2916,56,99fa7670,82212
2917,56,9af7a82c,58193
2918,56,9d9215db,0
2919,56,9d9215db,24918
2920,56,2dc579da,86096
2921,56,2dd70a9a,90714
2922,56,31aa019c,71995
2923,56,aabf363d,91539
2924,56,aba27056,83372
2925,56,ac0a08a4,0
2926,56,ac0a08a4,0
2927,56,ac0a08a4,56970
2928,56,ae3edfdc,73464
2929,56,ae4f1146,84214
2930,56,aedd82e4,86010
2931,56,af902bf9,93772
2932,56,b0c4d837,74196
2933,56,b190f7f5,50349
2934,56,00d62c1b,52778
2935,77,05269061,15150
2936,56,3618c87e,0
2937,56,3618c87e,0
2938,56,3618c87e,71639
2939,56,08ed6ac7,61301
2940,56,1fad071e,68532
2941,56,2013d3e2,86355
2942,56,0b148d64,73084
2943,56,11852cab,0
2944,56,11852cab,0
2945,56,11852cab,63879
2946,77,0ca9ddb6,55664
2947,77,0d3d703e,83205
2948,77,0dfd9992,26229
2949,56,88a10436,91906
2950,56,88a62173,84042
2951,56,890034e9,73681
2952,56,8a004b2b,0
2953,56,8a004b2b,62608
2954,56,56dc2b01,84045
2955,56,56ff96f3,91906
2956,6,a87f7484,78098
2957,54,2204b7a8,86445
2958,56,f25fbde4,67110
2959,56,6cdd2623,0
2960,56,6cdd2623,46451
2961,56,6cf79266,84552
2962,56,6d0160f0,12820
2963,56,25d487eb,93020
2964,56,746b3537,72356
2965,56,aabf363d,88020
2966,56,b548a754,86355
2967,56,ec883f72,87932
2968,56,ecdecbb3,59068
2969,56,32597951,84810
2970,56,3631a71a,0
2971,56,3631a71a,0
2972,56,3631a71a,0
2973,56,3631a71a,0
2974,56,3631a71a,0
2975,56,3631a71a,0
2976,56,363442ee,89091
2977,56,e9afcf9a,86096
2978,56,11852cab,77864
2979,56,e98196ab,39749
2980,56,007bbfb7,41547
2981,56,007bbfb7,5121
2982,54,22168020,88108
2983,54,2281f1f4,0
2984,54,2281f1f4,0
2985,54,7ddcd7ec,81876
2986,54,508bd3b6,61365
2987,6,25ff71a9,93020
2988,54,d4a91cb9,0
2989,56,025d127b,0
2990,56,025d127b,52350
2991,56,3aa6fb7a,89897
2992,56,3ac3eb23,80818
2993,56,3af2c5a8,70775
2994,56,3bd67248,70563
2995,56,3befdf3e,0
2996,56,3befdf3e,28057
2997,56,963e52fc,39870
2998,56,9edfc990,0
2999,56,9edfc990,37211
3000,56,9f236235,70563
3001,56,a1570a43,93020
3002,56,42a50994,74125
3003,56,46442a0e,0
3004,56,46442a0e,60204
3005,56,80af3007,76550
3006,56,810b9b61,91539
3007,56,82819916,49150
3008,56,83302e8f,39166
3009,56,834ec97d,81061
3010,56,05f2a901,65964
3011,56,6d58a25d,78098
3012,56,6d75e8bb,83288
3013,56,6e19193c,86182
3014,56,6e82a1ae,81884
3015,56,6ecd11f4,66836
3016,56,6f8cd79b,90896
3017,56,ff805c23,68395
3018,56,ff805c23,87932
3019,56,007bbfb7,89811
3020,56,ff28f65a,76931
3021,56,feca6190,44495
3022,56,fcc82909,80488
3023,56,b230c067,77015
3024,56,5ad4f10b,83455
3025,56,fcb5c309,74422
3026,56,dc0a314f,73604
3027,56,6d0aefbc,89987
3028,56,62c24649,84045
3029,56,253bf280,91722
3030,56,25d487eb,93020
3031,56,eb281b96,73604
3032,56,543a7ed5,0
3033,56,543a7ed5,48466
3034,56,54d82841,91906
3035,56,54d9e175,72795
3036,56,5582e5ca,93960
3037,56,f8c80d96,83292
3038,56,b782dc8a,42536
3039,56,b27ca6d3,75785
3040,56,bb43febb,92834
3041,56,bbc9ae5d,0
3042,56,b1948b0a,91265
3043,56,b2862040,90623
3044,56,1caeab9d,0
3045,56,1caeab9d,92371
3046,56,a48eeaf7,87672
3047,56,db93a21d,0
3048,56,db93a21d,36354
3049,56,dc1df850,89901
3050,56,dc433765,86701
3051,56,ddf7fa4f,90262
3052,56,de1cd16c,0
3053,56,de1cd16c,85748
3054,56,ded97339,92649
3055,56,e179c5f4,82628
3056,56,d037b0a7,0
3057,56,d037b0a7,95676
3058,56,a3df8b1e,73457
3059,56,ff805c23,0
3060,56,ff805c23,0
3061,56,ff805c23,42646
3062,56,007bbfb7,0
3063,56,007bbfb7,928
3064,65,22168020,67306
3065,65,22168020,67306
3066,65,22168020,88108
3067,79,22168020,29734
3068,79,22168020,63376
3069,65,007bbfb7,53047
3070,79,007bbfb7,48021
3071,79,00d62c1b,0
3072,79,00d62c1b,36613
3073,79,017c7c7b,0
3074,79,017c7c7b,0
3075,79,017c7c7b,0
3076,79,025d127b,56280
3077,79,045e512c,43870
3078,79,0520fde7,74646
3079,79,05269061,0
3080,79,05269061,28396
3081,79,05f2a901,49936
3082,79,05f2a901,91814
3083,56,d43fd935,82459
3084,56,a740d043,87756
3085,56,cbded52d,0
3086,56,cbded52d,73527
3087,56,cce03e0d,73457
3088,56,3bdb4ada,84725
3089,56,3c9b0459,84891
3090,56,3de23699,0
3091,56,3de23699,0
3092,56,3de23699,0
3093,56,3de23699,71568
3094,54,22168020,90805
3095,54,22168020,45297
3096,54,a48eeaf7,39950
3097,56,007bbfb7,64660
3098,56,007bbfb7,89991
3099,56,3c9b0459,76774
3100,56,a64e4611,0
3101,56,a64e4611,50186
3102,56,f5b8619d,47063
3103,56,d5d6de2d,86532
3104,56,b7249182,58720
3105,56,b8cdaf2b,83622
3106,56,b91ae062,64783
3107,56,b94a9452,72505
3108,56,f35d900a,45221
3109,54,22168020,92649
3110,54,22233c11,87402
3111,54,2281f1f4,78105
3112,54,228f6490,68882
3113,54,22eb0ac0,90077
3114,54,234bbc79,0
3115,54,23581191,0
3116,54,23581191,83122
3117,54,239be575,0
3118,54,239be575,0
3119,54,239be575,76543
3120,54,23b5c85d,87489
3121,54,253bf280,0
3122,54,253bf280,72647
3123,54,25d487eb,93960
3124,54,25ff71a9,89355
3125,54,25ff71a9,90257
3126,56,d037b0a7,71272
3127,56,d037b0a7,60685
3128,54,22168020,91722
3129,56,017c7c7b,47584
3130,56,045e512c,65976
3131,56,06df4c85,81065
3132,56,137eaa0f,72149
3133,56,22233c11,83958
3134,56,2bee17df,76624
3135,56,234bbc79,0
3136,56,234bbc79,59844
3137,56,b8825c91,75857
3138,56,bbc9ae5d,55384
3139,56,a416b8f3,90896
3140,56,eb5a1d5d,69927
3141,56,ea32f347,87581
3142,56,ea786f4a,52312
3143,56,0520fde7,68401
3144,56,7468f01a,91447
3145,56,4612dd53,83379
3146,56,,95676
3147,56,,97619
3148,56,007bbfb7,88913
3149,56,00d62c1b,82959
3150,56,ed36ccf7,84126
3151,56,321b1fc6,87756
3152,56,32597951,87844
3153,56,6fa7a44f,90714
3154,56,72322fa7,74351
3155,56,72ca375d,79843
3156,56,88a10436,0
3157,56,88a10436,0
3158,56,88a10436,0
3159,56,88a10436,89176
3160,83,0962bcdd,73460
3161,83,0962bcdd,71279
3162,83,0962bcdd,69162
3163,83,0962bcdd,65049
3164,83,0962bcdd,62991
3165,83,0962bcdd,61737
3166,83,0962bcdd,68470
3167,83,0962bcdd,66370
3168,86,beb8660c,0
3169,84,22168020,47164
3170,88,681b3aeb,0
3171,88,681b3aeb,69648
3172,84,c8f0f002,71062
3173,84,c909285e,21048
3174,92,4be741c5,51568
3175,84,c9e6f938,54065
3176,92,4c4377d9,74874
3177,92,4c4377d9,74125
3178,84,c9f8e694,47222
3179,84,c9f8e694,46749
3180,92,4c5c2cf0,56570
3181,84,caa06a1f,0
3182,84,caa06a1f,0
3183,84,caa06a1f,0
3184,84,cbded52d,45388
3185,84,cce03e0d,54282
3186,84,cdecee7f,0
3187,84,3906de3d,72002
3188,84,39a8645d,78965
3189,84,39e1d7f9,69158
3190,84,3aa6fb7a,90623
3191,84,3ac3eb23,77169
3192,84,3af2c5a8,0
3193,84,3af2c5a8,47116
3194,54,22168020,93585
3195,84,3bd67248,73611
3196,54,22233c11,0
3197,54,22233c11,0
3198,54,22233c11,83372
3199,84,3bdb4ada,63566
3200,84,3befdf3e,35204
3201,84,3c9b0459,77471
3202,84,3de23699,0
3203,84,3de23699,0
3204,84,3de23699,0
3205,84,3e980e27,0
3206,84,e8593010,49599
3207,84,e8dc4411,66700
3208,84,e9614598,79763
3209,84,e98196ab,0
3210,84,e98196ab,33479
3211,84,e9afcf9a,84636
3212,84,ea32f347,87140
3213,84,ea786f4a,0
3214,84,ea786f4a,14024
3215,84,eb281b96,0
3216,84,eb281b96,37163
3217,84,eb5a1d5d,58297
3218,6,f8ff0b80,85406
3219,102,a64e4611,0
3220,102,a64e4611,16137
3221,102,a65b410d,61608
3222,6,a61f2674,0
3223,6,a61f2674,76547
3224,104,25ff71a9,72208
3225,104,25ff71a9,91078
3226,104,25ff71a9,97716
3227,104,3aa6fb7a,94341
3228,104,3aa6fb7a,95294
3229,104,29c11459,74280
3230,104,7ddcd7ec,87231
3231,104,7ddcd7ec,91726
3232,104,22168020,83546
3233,104,22168020,85932
3234,104,22168020,88828
3235,104,22233c11,89002
3236,104,22233c11,93589
3237,104,22233c11,93589
3238,104,272f95fa,79369
3239,104,272f95fa,78575
3240,104,272f95fa,89542
3241,104,272f95fa,88824
3242,104,27a28665,0
3243,104,3906de3d,71499
3244,104,3906de3d,79376
3245,104,3906de3d,78190
3246,104,25d487eb,85842
3247,104,2204b7a8,88824
3248,104,2204b7a8,91543
3249,104,2204b7a8,92468
3250,104,1e0a9b12,83542
3251,104,1e0a9b12,88824
3252,104,4258a5f9,71584
3253,104,4258a5f9,69597
3254,104,39e1d7f9,39921
3255,104,228f6490,0
3256,104,228f6490,91726
3257,104,228f6490,92653
3258,104,22eb0ac0,84987
3259,104,1f85a75f,63437
3260,104,1f85a75f,72653
3261,104,1f85a75f,77401
3262,104,a48eeaf7,88288
3263,104,a48eeaf7,90081
3264,104,a5313dff,95294
3265,104,a5f85a15,84049
3266,104,a61ba2ce,0
3267,104,a61ba2ce,86969
3268,104,a61f2674,91635
3269,104,a61f2674,93776
3270,104,a87f7484,0
3271,104,50cb2852,67865
3272,104,5117e062,84979
3273,104,5117e062,88377
3274,104,5168d44c,95580
3275,105,22168020,85491
3276,105,22233c11,0
3277,105,22233c11,0
3278,105,22233c11,56963
3279,105,2281f1f4,56061
3280,54,25d487eb,93960
3281,54,25ff71a9,94909
3282,105,228f6490,0
3283,54,3aa6fb7a,95580
3284,105,228f6490,47683
3285,54,2204b7a8,92094
3286,105,22eb0ac0,0
3287,105,22eb0ac0,73454
3288,54,29c11459,80087
3289,105,234bbc79,0
3290,54,3906de3d,0
3291,105,234bbc79,0
3292,54,3906de3d,0
3293,54,3906de3d,0
3294,105,234bbc79,0
3295,54,5c0a986e,0
3296,54,5c0a986e,84813
3297,105,234bbc79,0
3298,105,234bbc79,0
3299,105,234bbc79,0
3300,105,23581191,69787
3301,54,234bbc79,53798
3302,105,239be575,0
3303,105,239be575,0
3304,105,23b5c85d,75930
3305,105,253bf280,73454
3306,105,25d487eb,84042
3307,105,25d8a9c8,83706
3308,105,25ff71a9,0
3309,105,25ff71a9,0
3310,105,25ff71a9,0
3311,105,264363fd,0
3312,105,264363fd,41845
3313,106,22168020,83539
3314,106,22168020,0
3315,105,272f95fa,77786
3316,106,22168020,92649
3317,105,27a28665,0
3318,106,22233c11,85662
3319,105,27a28665,0
3320,106,22233c11,94719
3321,105,27a28665,0
3322,106,2281f1f4,74354
3323,105,28bf18c6,73752
3324,106,228f6490,85150
3325,106,22eb0ac0,90077
3326,106,22eb0ac0,95676
3327,106,234bbc79,0
3328,105,28e73c20,47256
3329,105,29623171,66234
3330,106,234bbc79,0
3331,105,29c11459,78414
3332,106,234bbc79,0
3333,106,234bbc79,75027
3334,106,23581191,84894
3335,106,239be575,0
3336,106,239be575,0
3337,106,239be575,93866
3338,105,29ec7d0e,0
3339,106,23b5c85d,92927
3340,106,253bf280,91630
3341,106,253bf280,93491
3342,106,25d487eb,95868
3343,105,29ec7d0e,7893
3344,106,25d8a9c8,89897
3345,106,25ff71a9,94719
3346,106,264363fd,0
3347,106,264363fd,0
3348,106,264363fd,63180
3349,106,264363fd,70566
3350,105,8731374e,47729
3351,106,272f95fa,86010
3352,105,88a10436,0
3353,105,88a10436,0
3354,105,88a10436,0
3355,106,27a28665,65964
3356,106,27a28665,96739
3357,106,27a28665,95772
3358,105,88a10436,47683
3359,106,28bf18c6,85666
3360,105,88a62173,75930
3361,105,88a62173,75930
3362,54,3bdb4ada,84471
3363,106,28e73c20,62677
3364,54,3befdf3e,58712
3365,106,29623171,0
3366,105,890034e9,0
3367,106,29623171,84386
3368,106,29c11459,85838
3369,54,178fcbfb,82455
3370,105,890034e9,27713
3371,105,890034e9,27436
3372,105,890034e9,86965
3373,54,272f95fa,84298
3374,54,27a28665,0
3375,54,27a28665,0
3376,54,27a28665,0
3377,54,05f2a901,0
3378,105,8a004b2b,47727
3379,105,8be77c9e,78098
3380,54,08ed6ac7,84218
3381,105,8d5021e8,0
3382,106,29ec7d0e,15617
3383,105,8d5021e8,45165
3384,54,4258a5f9,0
3385,54,4258a5f9,75403
3386,105,8d510a79,70067
3387,106,2bcee788,92371
3388,106,2bee17df,0
3389,105,8e1813be,67986
3390,106,2bee17df,0
3391,105,8e5a5113,0
3392,106,2bee17df,88643
3393,106,2c608aff,87668
3394,105,8e5a5113,47875
3395,106,2dc579da,87489
3396,105,8eb1be9a,28481
3397,105,4258a5f9,69439
3398,105,1f876c06,64919
3399,106,dbc1a6ce,0
3400,105,1fad071e,0
3401,105,1fad071e,0
3402,105,1fad071e,46032
3403,106,dbc1a6ce,70707
3404,105,2013d3e2,74721
3405,106,e48d4e1a,79048
3406,105,2204b7a8,72650
3407,106,ce602527,91447
3408,106,a9f96cdd,88998
3409,105,bc1d5164,66364
3410,106,95990924,63760
3411,106,95990924,78343
3412,105,bd4472b8,67511
3413,106,11852cab,93772
3414,105,bda2d7a6,0
3415,106,6c434453,86535
3416,105,bda2d7a6,53042
3417,105,bda2d7a6,88909
3418,106,db3e9e38,80411
3419,105,bdad9b1f,87053
3420,105,be94b721,69787
3421,56,8e1813be,68551
3422,56,a79310a0,92649
3423,56,57aa92db,76401
3424,56,5ad4f10b,86965
3425,56,3e980e27,62483
3426,56,b775ac94,35495
3427,56,9aec4887,0
3428,56,b60334d2,72584
3429,56,b6afb2da,78894
3430,88,7468f01a,0
3431,88,7468f01a,40845
3432,88,746b3537,43868
3433,88,74dd1130,66430
3434,88,75b8110e,55331
3435,88,760b3cac,65372
3436,88,776ffc46,63367
3437,88,77fdfe62,0
3438,88,77fdfe62,42611
3439,56,63613498,87402
3440,88,780d0b14,70422
3441,56,6430c8c4,72067
3442,56,6455b5f5,84640
3443,88,7837ac64,48213
3444,88,794b24be,77162
3445,56,662c240a,0
3446,56,662c240a,0
3447,56,662c240a,37125
3448,56,67385a82,92371
3449,88,5daaa586,44265
3450,88,60b61512,65572
3451,88,6150a2bd,90987
3452,88,623ea044,76627
3453,88,62c24649,52569
3454,88,63613498,0
3455,88,63613498,84552
3456,88,6430c8c4,43794
3457,88,6455b5f5,74273
3458,88,662c240a,0
3459,88,662c240a,50088
3460,88,67385a82,89628
3461,88,673ef223,0
3462,88,673ef223,43004
3463,88,6773b310,0
3464,88,6773b310,0
3465,88,6773b310,60992
3466,88,67a3c6ac,88461
3467,88,67a423a3,89265
3468,88,bbc9ae5d,0
3469,88,05f2a901,89087
3470,88,06df4c85,67656
3471,88,08ed6ac7,86359
3472,88,09629e4f,50043
3473,88,0962bcdd,63249
3474,88,0a938d79,72429
3475,88,0b148d64,87664
3476,88,0ca9ddb6,76857
3477,88,0d3d703e,80006
3478,88,6150a2bd,88284
3479,88,623ea044,68339
3480,88,62c24649,77246
3481,88,63613498,92834
3482,88,6430c8c4,75024
3483,88,6455b5f5,90809
3484,88,662c240a,0
3485,88,662c240a,77008
3486,88,67385a82,90623
3487,56,d4a91cb9,86528
3488,56,d4f3cd78,91906
3489,56,ef135b50,78414
3490,56,cf98881b,75407
3491,56,928ad970,73087
3492,107,8d510a79,37578
3493,108,88a10436,0
3494,108,88a10436,0
3495,108,88a10436,0
3496,108,88a62173,67303
3497,108,890034e9,62358
3498,108,8a004b2b,59418
3499,108,8be77c9e,74945
3500,108,8d5021e8,0
3501,108,8d5021e8,0
3502,108,8d5021e8,24296
3503,108,8d510a79,67647
3504,108,8e1813be,62796
3505,108,8e5a5113,60325
3506,63,f8ff0b80,67576
3507,63,f9012d9b,62483
3508,63,fafffa47,60567
3509,63,fcb5c309,46922
3510,63,fcc82909,65174
3511,63,feca6190,0
3512,63,feca6190,0
3513,63,feca6190,0
3514,63,ff28f65a,67306
3515,63,ff805c23,56509
3516,63,007bbfb7,69721
3517,63,00d62c1b,63241
3518,63,017c7c7b,64654
3519,63,025d127b,58827
3520,63,045e512c,33717
3521,63,0520fde7,78808
3522,63,05269061,52362
3523,63,05f2a901,84891
3524,63,05f2a901,96739
3525,63,007bbfb7,73167
3526,63,007bbfb7,76245
3527,105,810b9b61,32422
3528,56,f8ff0b80,82040
3529,56,846bdb03,0
3530,56,846bdb03,45211
3531,56,cce03e0d,82455
3532,56,f8b3ba0a,61923
3533,56,a1570a43,90257
3534,112,447fd412,62671
3535,112,44d8ac46,0
3536,112,44d8ac46,75551
3537,112,44f52bb0,89176
3538,112,4522001f,75702
3539,112,4612dd53,83881
3540,112,46442a0e,72941
3541,112,469497ad,0
3542,112,469497ad,21517
3543,112,46f33fce,52405
3544,112,47c1f68c,0
3545,112,47c1f68c,0
3546,112,47c1f68c,0
3547,112,484b58aa,0
3548,112,48d8fb45,85406
3549,112,4938f0c2,84979
3550,112,496994bd,91814
3551,112,49d1d64f,64331
3552,112,4be741c5,85320
3553,112,4c4377d9,89987
3554,112,4c5c2cf0,75099
3555,112,50846271,68951
3556,112,508bd3b6,89091
3557,112,50cb2852,87053
3558,112,e9614598,90077
3559,112,e98196ab,81958
3560,112,e9afcf9a,82291
3561,112,ea32f347,86359
3562,112,ea786f4a,78261
3563,112,eb281b96,0
3564,112,eb281b96,70987
3565,112,eb5a1d5d,71561
3566,112,ec883f72,89807
3567,112,ecdecbb3,0
3568,112,ecdecbb3,43740
3569,112,ed36ccf7,93020
3570,112,ef135b50,0
3571,112,ef135b50,80331
3572,112,f15e1fac,49398
3573,112,f1cefba8,0
3574,112,f1cefba8,56681
3575,112,f25fbde4,68193
3576,112,f25ffba3,92741
3577,112,f2829549,72429
3578,112,f35d900a,54890
3579,112,f5b8619d,0
3580,112,f5b8619d,37655
3581,112,f76d97a5,0
3582,112,f76d97a5,59724
3583,112,f8a8fe49,84894
3584,112,f8b3ba0a,75702
3585,112,f8c80d96,0
3586,112,f8c80d96,77398
3587,112,f8ff0b80,85406
3588,112,f9012d9b,0
3589,112,f9012d9b,78261
